"";"iid";"gender.x";"order.x";"pid";"int_corr.x";"samerace.x";"age_o.x";"age.x";"field.x";"race.x";"from.x";"career.x";"sports.x";"tvsports.x";"exercise.x";"dining.x";"museums.x";"art.x";"hiking.x";"gaming.x";"clubbing.x";"reading.x";"tv.x";"theater.x";"movies.x";"concerts.x";"music.x";"shopping.x";"yoga.x";"attr.x";"sinc.x";"intel.x";"fun.x";"amb.x";"shar.x";"like.x";"prob.x";"match_es.x";"attr3_s.x";"sinc3_s.x";"intel3_s.x";"fun3_s.x";"amb3_s.x";"dec.x";"gender.y";"order.y";"int_corr.y";"samerace.y";"age_o.y";"age.y";"field.y";"race.y";"from.y";"career.y";"sports.y";"tvsports.y";"exercise.y";"dining.y";"museums.y";"art.y";"hiking.y";"gaming.y";"clubbing.y";"reading.y";"tv.y";"theater.y";"movies.y";"concerts.y";"music.y";"shopping.y";"yoga.y";"attr.y";"sinc.y";"intel.y";"fun.y";"amb.y";"shar.y";"like.y";"prob.y";"match_es.y";"attr3_s.y";"sinc3_s.y";"intel3_s.y";"fun3_s.y";"amb3_s.y";"dec.y";"match"
"1115";81;0;3;110;0,67;1;28;28;"Journalism";2;"Texas";"Journalism";6;2;7;9;9;7;7;1;7;7;7;9;9;7;7;7;4;6;6;7;6;7;6;6;2;2;NA;NA;NA;NA;NA;"no";1;3;0,67;1;28;28;"Film";2;"Ann Arbor";"Writer";4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;5;5;8;5;10;5;4;2;3;NA;NA;NA;NA;NA;"no";"no"
"1116";81;0;2;111;0,46;0;27;28;"Journalism";2;"Texas";"Journalism";6;2;7;9;9;7;7;1;7;7;7;9;9;7;7;7;4;4;9;9;6;7;5;6;8;2;NA;NA;NA;NA;NA;"no";1;2;0,46;0;28;27;"Business";4;"Philippines";"consulting";9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;4;4;7;6;8;3;4;2;NA;NA;NA;NA;NA;NA;"no";"no"
"1117";82;0;10;94;0,29;0;28;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;7;7;10;10;9;8;8;8;5;NA;NA;NA;NA;NA;"yes";1;10;0,29;0;25;28;"Business (MBA)";4;"Bangladesh";"Marketing";7;2;8;8;5;4;4;3;3;9;5;7;9;6;7;4;5;9;9;8;8;6;6;8;7;4;NA;NA;NA;NA;NA;"yes";"yes"
"1118";82;0;12;95;-0,25;0;26;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;4;8;7;5;7;4;6;7;5;NA;NA;NA;NA;NA;"no";1;12;-0,25;0;25;26;"Business";2;"Long Island";"Business - Investment Management";10;10;6;6;4;3;1;6;4;7;9;5;10;8;10;3;3;4;6;5;6;5;4;4;6;2;NA;NA;NA;NA;NA;"no";"no"
"1119";82;0;18;96;0,56;0;26;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;5;10;8;8;9;7;8;8;5;NA;NA;NA;NA;NA;"no";1;18;0,56;0;25;26;"Computer Science";3;"Argentina";"Academic or Research staff";5;8;7;10;10;8;10;6;8;8;3;8;9;8;7;7;3;7;8;8;8;NA;NA;8;8;4;NA;NA;NA;NA;NA;"yes";"no"
"1120";82;0;6;97;0,1;0;29;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;8;9;10;7;8;8;7;7;5;NA;NA;NA;NA;NA;"no";1;6;0,1;0;25;29;"Climate-Earth and Environ. Science";2;"Brooklyn, NY";"Professor";6;8;8;3;3;3;6;1;5;8;3;2;7;3;7;3;5;5;6;6;5;6;7;5;6;NA;NA;NA;NA;NA;NA;"no";"no"
"1121";82;0;15;98;0,2;0;39;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;7;10;7;7;8;6;9;7;5;NA;NA;NA;NA;NA;"no";1;15;0,2;0;25;39;"Social Work";2;"Cincinnati, Ohio";"University Professor";8;8;8;7;3;3;5;1;7;7;3;7;8;6;8;2;7;10;10;10;NA;NA;NA;10;4;5;NA;NA;NA;NA;NA;"yes";"no"
"1122";82;0;3;99;0,66;0;28;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;8;8;10;10;10;10;9;8;5;NA;NA;NA;NA;NA;"yes";1;3;0,66;0;25;28;"Law";2;"New York";"Lawyer";5;5;5;8;10;10;5;5;9;6;6;10;10;10;10;8;5;4;8;7;4;3;2;8;8;10;NA;NA;NA;NA;NA;"yes";"yes"
"1123";82;0;16;100;0,43;1;30;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;5;10;10;9;10;8;9;8;5;NA;NA;NA;NA;NA;"yes";1;16;0,43;1;25;30;"Business";6;"Israel";"Professor";5;4;6;7;6;6;2;2;4;6;5;7;7;3;7;6;2;6;9;9;8;8;7;7;5;4;NA;NA;NA;NA;NA;"no";"no"
"1124";82;0;1;101;0,19;0;22;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;5;10;10;8;8;7;9;8;5;NA;NA;NA;NA;NA;"no";1;1;0,19;0;25;22;"financial math";4;"India";"Finance";9;9;7;9;9;9;8;8;9;8;7;9;8;7;8;8;4;9;8;8;9;7;8;9;6;5;NA;NA;NA;NA;NA;"yes";"no"
"1125";82;0;5;102;-0,01;0;32;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;4;10;9;6;8;6;7;8;5;NA;NA;NA;NA;NA;"no";1;5;-0,01;0;25;32;"Chemistry";2;"Canada";"Research Scientist";9;9;9;9;4;4;7;2;5;5;4;4;9;3;5;5;2;6;5;8;9;8;5;7;7;8;NA;NA;NA;NA;NA;"yes";"no"
"1126";82;0;2;103;0,06;0;26;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;6;8;8;8;9;7;7;7;5;NA;NA;NA;NA;NA;"no";1;2;0,06;0;25;26;"Business- MBA";2;"Chicago";"business";8;7;8;8;6;4;8;5;8;8;8;5;8;8;8;6;3;6;7;6;6;6;3;5;4;3;NA;NA;NA;NA;NA;"no";"no"
"1127";82;0;11;104;0,52;0;27;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;8;9;9;7;8;7;8;7;5;NA;NA;NA;NA;NA;"no";1;11;0,52;0;25;27;"chemistry";2;"Colorado";"research in industry or academia";8;3;8;9;8;8;9;5;8;7;3;8;7;6;8;3;7;7;8;7;8;6;5;7;7;3;NA;NA;NA;NA;NA;"yes";"no"
"1128";82;0;14;105;-0,08;0;25;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;7;9;9;10;9;8;9;8;5;NA;NA;NA;NA;NA;"yes";1;14;-0,08;0;25;25;"law";1;"Texas";"Law";9;9;6;8;5;5;3;4;7;8;6;6;7;4;7;5;5;8;7;7;6;7;6;7;4;NA;NA;NA;NA;NA;NA;"yes";"yes"
"1129";82;0;4;106;0,04;0;22;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;5;10;9;8;9;7;8;8;5;NA;NA;NA;NA;NA;"no";1;4;0,04;0;25;22;"Law";3;"Texas";"Law";2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;6;10;5;5;3;NA;6;6;4;NA;NA;NA;NA;NA;"no";"no"
"1130";82;0;13;107;0,71;0;21;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;7;10;9;10;8;9;10;8;5;NA;NA;NA;NA;NA;"yes";1;13;0,71;0;25;21;"Religion";2;"Ann Arbor, MI";"Teacher/Professor";7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;8;8;8;8;7;7,5;8,5;6,5;NA;NA;NA;NA;NA;NA;"yes";"yes"
"1131";82;0;17;108;0,56;0;24;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;7;10;10;10;8;10;8;8;5;NA;NA;NA;NA;NA;"yes";1;17;0,56;0;25;24;"Electrical Engineering";2;"Spain";"Engineering";7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;6;7;6;7;5;4;6;4;3;NA;NA;NA;NA;NA;"no";"no"
"1132";82;0;9;109;0,66;0;25;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;6;10;10;8;8;8;9;8;5;NA;NA;NA;NA;NA;"yes";1;9;0,66;0;25;25;"Film";4;"Hong Kong";"film";2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;7;10;8;8;7;5;8;5;2;NA;NA;NA;NA;NA;"yes";"yes"
"1133";82;0;8;110;0,76;0;28;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;7;8;8;9;8;6;8;7;5;NA;NA;NA;NA;NA;"no";1;8;0,76;0;25;28;"Film";2;"Ann Arbor";"Writer";4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;6;8;9;8;6;7;5;5;3;NA;NA;NA;NA;NA;"no";"no"
"1134";82;0;7;111;0,61;0;27;25;"Elementary/Childhood Education (MA)";6;"Washington State";"teaching and then...";5;5;5;8;9;10;9;1;7;8;6;8;8;8;9;6;7;6;10;9;8;8;7;8;8;5;NA;NA;NA;NA;NA;"no";1;7;0,61;0;25;27;"Business";4;"Philippines";"consulting";9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;5;6;5;5;5;3;5;4;NA;NA;NA;NA;NA;NA;"no";"no"
"1135";83;0;16;94;0,54;0;28;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;4;6;7;6;9;8;5;3;0;NA;NA;NA;NA;NA;"no";1;16;0,54;0;35;28;"Business (MBA)";4;"Bangladesh";"Marketing";7;2;8;8;5;4;4;3;3;9;5;7;9;6;7;4;5;7;7;7;7;7;5;6;5;4;NA;NA;NA;NA;NA;"yes";"no"
"1136";83;0;18;95;0,03;0;26;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;5;6;8;7;8;8;6;4;0;NA;NA;NA;NA;NA;"no";1;18;0,03;0;35;26;"Business";2;"Long Island";"Business - Investment Management";10;10;6;6;4;3;1;6;4;7;9;5;10;8;10;3;3;7;7;8;6;7;5;6;5;2;NA;NA;NA;NA;NA;"yes";"no"
"1137";83;0;6;96;0,32;1;26;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;4;8;8;5;7;6;5;2;0;NA;NA;NA;NA;NA;"no";1;6;0,32;1;35;26;"Computer Science";3;"Argentina";"Academic or Research staff";5;8;7;10;10;8;10;6;8;8;3;8;9;8;7;7;3;7;7;7;6;6;NA;7;6;4;NA;NA;NA;NA;NA;"no";"no"
"1138";83;0;12;97;0,04;0;29;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;8;6;7;7;7;6;5;4;0;NA;NA;NA;NA;NA;"no";1;12;0,04;0;35;29;"Climate-Earth and Environ. Science";2;"Brooklyn, NY";"Professor";6;8;8;3;3;3;6;1;5;8;3;2;7;3;7;3;5;7;6;7;6;8;4;6;NA;NA;NA;NA;NA;NA;NA;"yes";"no"
"1139";83;0;3;98;0,26;0;39;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;5;6;7;4;5;4;5;2;0;NA;NA;NA;NA;NA;"no";1;3;0,26;0;35;39;"Social Work";2;"Cincinnati, Ohio";"University Professor";8;8;8;7;3;3;5;1;7;7;3;7;8;6;8;2;7;10;10;10;NA;NA;NA;10;3;5;NA;NA;NA;NA;NA;"yes";"no"
"1140";83;0;9;99;0,79;0;28;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;8;7;8;8;8;7;7;4;0;NA;NA;NA;NA;NA;"yes";1;9;0,79;0;35;28;"Law";2;"New York";"Lawyer";5;5;5;8;10;10;5;5;9;6;6;10;10;10;10;8;5;6;7;8;8;9;9;9;9;10;NA;NA;NA;NA;NA;"yes";"yes"
"1141";83;0;4;100;0,58;0;30;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;4;8;7;4;5;3;4;2;0;NA;NA;NA;NA;NA;"no";1;4;0,58;0;35;30;"Business";6;"Israel";"Professor";5;4;6;7;6;6;2;2;4;6;5;7;7;3;7;6;2;5;9;8;8;8;6;6;8;4;NA;NA;NA;NA;NA;"no";"no"
"1142";83;0;7;101;0,17;0;22;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;5;8;8;7;8;6;7;3;0;NA;NA;NA;NA;NA;"no";1;7;0,17;0;35;22;"financial math";4;"India";"Finance";9;9;7;9;9;9;8;8;9;8;7;9;8;7;8;8;4;8;8;8;7;NA;6;8;6;5;NA;NA;NA;NA;NA;"yes";"no"
"1143";83;0;11;102;-0,18;0;32;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;5;7;8;6;7;4;6;3;0;NA;NA;NA;NA;NA;"no";1;11;-0,18;0;35;32;"Chemistry";2;"Canada";"Research Scientist";9;9;9;9;4;4;7;2;5;5;4;4;9;3;5;5;2;10;9;8;8;5;6;9;8;8;NA;NA;NA;NA;NA;"yes";"no"
"1144";83;0;8;103;0;0;26;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;7;8;8;8;8;8;7;4;0;NA;NA;NA;NA;NA;"no";1;8;0;0;35;26;"Business- MBA";2;"Chicago";"business";8;7;8;8;6;4;8;5;8;8;8;5;8;8;8;6;3;8;8;8;8;8;8;7;6;3;NA;NA;NA;NA;NA;"yes";"no"
"1145";83;0;17;104;0,51;0;27;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;7;8;8;6;6;6;3;3;0;NA;NA;NA;NA;NA;"no";1;17;0,51;0;35;27;"chemistry";2;"Colorado";"research in industry or academia";8;3;8;9;8;8;9;5;8;7;3;8;7;6;8;3;7;7;6;6;7;7;5;7;5;3;NA;NA;NA;NA;NA;"yes";"no"
"1146";83;0;2;105;0,09;0;25;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;5;10;8;8;8;8;4;3;0;NA;NA;NA;NA;NA;"no";1;2;0,09;0;35;25;"law";1;"Texas";"Law";9;9;6;8;5;5;3;4;7;8;6;6;7;4;7;5;5;8;9;8;7;5;8;6;3;NA;NA;NA;NA;NA;NA;"yes";"no"
"1147";83;0;10;106;0,17;1;22;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;5;8;8;8;8;8;4;3;0;NA;NA;NA;NA;NA;"no";1;10;0,17;1;35;22;"Law";3;"Texas";"Law";2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;10;10;10;10;10;10;7;4;NA;NA;NA;NA;NA;"yes";"no"
"1148";83;0;1;107;0,72;0;21;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;8;8;8;7;5;8;4;3;0;NA;NA;NA;NA;NA;"yes";1;1;0,72;0;35;21;"Religion";2;"Ann Arbor, MI";"Teacher/Professor";7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;9;10;9;8;7;6,5;8;9;NA;NA;NA;NA;NA;NA;"yes";"yes"
"1149";83;0;5;108;0,83;0;24;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;5;7;9;6;7;5;5;4;0;NA;NA;NA;NA;NA;"no";1;5;0,83;0;35;24;"Electrical Engineering";2;"Spain";"Engineering";7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;6;7;5;7;6;4;6;5;3;NA;NA;NA;NA;NA;"no";"no"
"1150";83;0;15;109;0,81;0;25;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;4;8;8;9;6;8;6;3;0;NA;NA;NA;NA;NA;"no";1;15;0,81;0;35;25;"Film";4;"Hong Kong";"film";2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;7;10;8;7;7;5;8;5;2;NA;NA;NA;NA;NA;"yes";"no"
"1151";83;0;14;110;0,62;0;28;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;4;7;8;4;8;6;4;2;0;NA;NA;NA;NA;NA;"no";1;14;0,62;0;35;28;"Film";2;"Ann Arbor";"Writer";4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;7;8;9;8;8;NA;5;3;3;NA;NA;NA;NA;NA;"no";"no"
"1152";83;0;13;111;0,4;0;27;35;"Economics";3;"Panama";"Economic research";5;1;3;5;7;8;3;1;6;8;3;7;8;7;8;4;7;4;8;6;8;7;8;4;3;0;NA;NA;NA;NA;NA;"no";1;13;0,4;0;35;27;"Business";4;"Philippines";"consulting";9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;3;7;6;7;5;8;6;4;NA;NA;NA;NA;NA;NA;"no";"no"
"1153";84;0;17;94;0,65;0;28;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;1;5;0;10;0;3;0;3;2;NA;NA;NA;NA;NA;"no";1;17;0,65;0;32;28;"Business (MBA)";4;"Bangladesh";"Marketing";7;2;8;8;5;4;4;3;3;9;5;7;9;6;7;4;5;6;7;6;6;6;5;5;5;4;NA;NA;NA;NA;NA;"no";"no"
"1154";84;0;1;95;-0,03;0;26;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;5;8;7;5;5;4;6;6;2;NA;NA;NA;NA;NA;"no";1;1;-0,03;0;32;26;"Business";2;"Long Island";"Business - Investment Management";10;10;6;6;4;3;1;6;4;7;9;5;10;8;10;3;3;5;7;6;6;6;4;5;4;2;NA;NA;NA;NA;NA;"no";"no"
"1155";84;0;7;96;0,44;1;26;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;5;8;8;6;6;5;6;4;2;NA;NA;NA;NA;NA;"no";1;7;0,44;1;32;26;"Computer Science";3;"Argentina";"Academic or Research staff";5;8;7;10;10;8;10;6;8;8;3;8;9;8;7;7;3;7;7;8;8;8;8;8;7;4;NA;NA;NA;NA;NA;"yes";"no"
"1156";84;0;13;97;0,14;0;29;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;4;6;7;4;7;3;4;3;2;NA;NA;NA;NA;NA;"no";1;13;0,14;0;32;29;"Climate-Earth and Environ. Science";2;"Brooklyn, NY";"Professor";6;8;8;3;3;3;6;1;5;8;3;2;7;3;7;3;5;7;7;7;7;6;6;7;5;NA;NA;NA;NA;NA;NA;"yes";"no"
"1157";84;0;4;98;0,45;0;39;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;5;8;5;2;2;2;4;6;2;NA;NA;NA;NA;NA;"no";1;4;0,45;0;32;39;"Social Work";2;"Cincinnati, Ohio";"University Professor";8;8;8;7;3;3;5;1;7;7;3;7;8;6;8;2;7;10;10;10;NA;NA;NA;10;4;5;NA;NA;NA;NA;NA;"yes";"no"
"1158";84;0;10;99;0,67;0;28;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;7;5;6;7;5;7;7;5;2;NA;NA;NA;NA;NA;"yes";1;10;0,67;0;32;28;"Law";2;"New York";"Lawyer";5;5;5;8;10;10;5;5;9;6;6;10;10;10;10;8;5;4;6;7;7;7;7;7;7;10;NA;NA;NA;NA;NA;"no";"no"
"1159";84;0;5;100;0,62;0;30;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;2;5;7;4;7;5;3;4;2;NA;NA;NA;NA;NA;"no";1;5;0,62;0;32;30;"Business";6;"Israel";"Professor";5;4;6;7;6;6;2;2;4;6;5;7;7;3;7;6;2;5;8;9;8;7;5;6;6;4;NA;NA;NA;NA;NA;"no";"no"
"1160";84;0;8;101;0,17;0;22;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;3;7;7;2;2;5;4;5;2;NA;NA;NA;NA;NA;"no";1;8;0,17;0;32;22;"financial math";4;"India";"Finance";9;9;7;9;9;9;8;8;9;8;7;9;8;7;8;8;4;8;9;8;7;NA;6;8;5;5;NA;NA;NA;NA;NA;"yes";"no"
"1161";84;0;12;102;0,1;0;32;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;4;5;6;3;7;3;4;3;2;NA;NA;NA;NA;NA;"no";1;12;0,1;0;32;32;"Chemistry";2;"Canada";"Research Scientist";9;9;9;9;4;4;7;2;5;5;4;4;9;3;5;5;2;9;8;7;5;5;4;7;8;8;NA;NA;NA;NA;NA;"yes";"no"
"1162";84;0;9;103;0,1;0;26;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;5;5;5;5;5;5;4;6;2;NA;NA;NA;NA;NA;"no";1;9;0,1;0;32;26;"Business- MBA";2;"Chicago";"business";8;7;8;8;6;4;8;5;8;8;8;5;8;8;8;6;3;7;7;9;8;8;7;7;5;3;NA;NA;NA;NA;NA;"no";"no"
"1163";84;0;18;104;0,68;0;27;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;6;2;5;5;5;2;4;0;2;NA;NA;NA;NA;NA;"no";1;18;0,68;0;32;27;"chemistry";2;"Colorado";"research in industry or academia";8;3;8;9;8;8;9;5;8;7;3;8;7;6;8;3;7;6;6;6;6;6;5;6;4;3;NA;NA;NA;NA;NA;"no";"no"
"1164";84;0;3;105;0,17;0;25;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;5;5;7;8;7;5;7;5;2;NA;NA;NA;NA;NA;"yes";1;3;0,17;0;32;25;"law";1;"Texas";"Law";9;9;6;8;5;5;3;4;7;8;6;6;7;4;7;5;5;7;9;9;8;7;9;6;4;NA;NA;NA;NA;NA;NA;"yes";"yes"
"1165";84;0;11;106;-0,06;1;22;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;4;6;8;6;5;5;5;4;2;NA;NA;NA;NA;NA;"no";1;11;-0,06;1;32;22;"Law";3;"Texas";"Law";2;4;2;9;6;5;4;9;2;9;8;7;9;2;8;5;3;10;10;10;8;8;8;10;6;4;NA;NA;NA;NA;NA;"yes";"no"
"1166";84;0;2;107;0,71;0;21;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;4;8;8;5;7;6;7;7;2;NA;NA;NA;NA;NA;"no";1;2;0,71;0;32;21;"Religion";2;"Ann Arbor, MI";"Teacher/Professor";7;2;4;7;6;7;8;1;7;7;1;5;7;9;9;1;10;7;7;8,5;6,5;9;4;5;3;NA;NA;NA;NA;NA;NA;"no";"no"
"1167";84;0;6;108;0,76;0;24;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;4;0;8;7;7;6;7;7;2;NA;NA;NA;NA;NA;"yes";1;6;0,76;0;32;24;"Electrical Engineering";2;"Spain";"Engineering";7;3;4;5;6;7;3;2;5;7;3;7;7;4;6;2;2;7;8;9;8;8;5;7;5;3;NA;NA;NA;NA;NA;"yes";"yes"
"1168";84;0;16;109;0,65;0;25;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;5;5;9;6;5;5;6;0;2;NA;NA;NA;NA;NA;"no";1;16;0,65;0;32;25;"Film";4;"Hong Kong";"film";2;1;2;10;10;10;1;2;2;10;5;7;10;10;10;5;3;7;10;8;8;6;7;8;5;2;NA;NA;NA;NA;NA;"yes";"no"
"1169";84;0;15;110;0,61;0;28;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;4;4;5;4;9;4;1;0;2;NA;NA;NA;NA;NA;"no";1;15;0,61;0;32;28;"Film";2;"Ann Arbor";"Writer";4;3;8;7;7;9;8;2;3;7;5;7;9;7;8;3;6;8;6;7;6;8;NA;5;2;3;NA;NA;NA;NA;NA;"no";"no"
"1170";84;0;14;111;0,43;0;27;32;"microbiology";3;"spain";"pharmaceuticals";7;1;9;9;9;9;3;1;9;9;1;9;10;9;9;5;5;3;5;5;4;5;4;4;4;2;NA;NA;NA;NA;NA;"no";1;14;0,43;0;32;27;"Business";4;"Philippines";"consulting";9;9;7;9;10;9;9;1;5;9;5;8;9;8;5;3;5;2;6;6;5;5;3;5;5;NA;NA;NA;NA;NA;NA;"no";"no"
"1171";85;0;6;94;0,3;0;28;30;"Masters of Social Work";2;"Arizona";"Social Services/ Policy";2;3;4;9;8;6;8;4;7;8;4;6;7;5;8;5;3;4;1;4;1;10;1;1;3;3;NA;NA;NA;NA;NA;"no";1;6;0,3;0;30;28;"Business (MBA)";4;"Bangladesh";"Marketing";7;2;8;8;5;4;4;3;3;9;5;7;9;6;7;4;5;7;7;7;7;7;5;5;5;4;NA;NA;NA;NA;NA;"no";"no"
"1172";85;0;8;95;-0,37;1;26;30;"Masters of Social Work";2;"Arizona";"Social Services/ Policy";2;3;4;9;8;6;8;4;7;8;4;6;7;5;8;5;3;5;6;7;5;6;2;4;5;3;NA;NA;NA;NA;NA;"no";1;8;-0,37;1;30;26;"Business";2;"Long Island";"Business - Investment Management";10;10;6;6;4;3;1;6;4;7;9;5;10;8;10;3;3;5;7;6;6;5;6;5;3;2;NA;NA;NA;NA;NA;"no";"no"
"1173";85;0;14;96;0,71;0;26;30;"Masters of Social Work";2;"Arizona";"Social Services/ Policy";2;3;4;9;8;6;8;4;7;8;4;6;7;5;8;5;3;5;5;6;6;6;2;3;3;3;NA;NA;NA;NA;NA;"no";1;14;0,71;0;30;26;"Computer Science";3;"Argentina";"Academic or Research staff";5;8;7;10;10;8;10;6;8;8;3;8;9;8;7;7;3;7;7;7;7;NA;NA;8;6;4;NA;NA;NA;NA;NA;"yes";"no"
